,A-A(0.66V),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wavelength (nm),V vs. RHE (iRu corrected),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.66,0.67,0.68,0.69,0.7,0.71,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.8,0.81,0.82,0.83,0.84,0.85,0.86,0.87,0.88,0.89,0.9,0.91,0.92,0.93,0.94,0.95,0.96,0.97,0.98,0.99,1,1.01,1.02,1.03,1.04,1.05,1.06,1.07,1.08,1.09,1.1,1.11,1.12,1.13,1.14,1.15,1.16,1.17,1.18,1.19,1.2,1.21,1.22,1.23,1.24,1.25,1.26,1.27,1.28,1.29,1.3,1.31,1.32,1.33,1.34,1.35,1.36,1.37,1.38,1.39,1.4,1.41,1.42,1.43,1.44,1.45,1.46,1.47,1.48,1.49,1.5,1.51,1.52,1.53,1.54,1.55,1.56,1.57
609.1656,0,0.023333333,0.026555556,0.031444444,0.037222222,0.048,0.044333333,0.062333333,0.063555556,0.073,0.082,0.090777778,0.104777778,0.115888889,0.129666667,0.139,0.154444444,0.169333333,0.181666667,0.196111111,0.214555556,0.231666667,0.245888889,0.259111111,0.273111111,0.290666667,0.305222222,0.318111111,0.334444444,0.341111111,0.359,0.362222222,0.377333333,0.389333333,0.405222222,0.410777778,0.416888889,0.426444444,0.429111111,0.444111111,0.447666667,0.455,0.459444444,0.468111111,0.470888889,0.473555556,0.479222222,0.483777778,0.489777778,0.492555556,0.501111111,0.508222222,0.509555556,0.510222222,0.518444444,0.522222222,0.529777778,0.535888889,0.542,0.546222222,0.548777778,0.555888889,0.557444444,0.565111111,0.565444444,0.573333333,0.579,0.583111111,0.594444444,0.596444444,0.595888889,0.605111111,0.607,0.616222222,0.624777778,0.630888889,0.632888889,0.641888889,0.645555556,0.652555556,0.654555556,0.653777778,0.657222222,0.66,0.663111111,0.666,0.664666667,0.668777778,0.677555556,0.677111111,0.690444444,0.685222222
609.60952,0,0.024222222,0.026666667,0.033555556,0.038777778,0.049111111,0.047222222,0.062333333,0.064333333,0.075111111,0.084,0.090555556,0.106555556,0.115333333,0.130555556,0.139666667,0.157,0.170111111,0.184666667,0.197444444,0.214,0.231444444,0.247,0.259444444,0.272555556,0.289555556,0.304777778,0.318666667,0.338,0.341111111,0.358444444,0.364222222,0.378222222,0.391,0.406333333,0.411888889,0.419555556,0.426444444,0.429777778,0.445444444,0.446333333,0.455666667,0.460333333,0.47,0.470555556,0.478777778,0.480111111,0.485888889,0.489444444,0.493555556,0.500777778,0.508555556,0.506333333,0.509555556,0.518333333,0.521666667,0.531222222,0.536111111,0.542,0.546444444,0.551888889,0.558222222,0.554555556,0.563555556,0.566,0.571888889,0.579,0.581777778,0.596111111,0.598888889,0.597555556,0.604777778,0.608111111,0.618555556,0.625,0.629444444,0.632333333,0.641333333,0.644777778,0.653888889,0.653333333,0.654444444,0.658555556,0.661444444,0.664444444,0.666333333,0.666222222,0.670444444,0.675444444,0.677555556,0.689777778,0.684666667
610.05341,0,0.027333333,0.028111111,0.035777778,0.039555556,0.048666667,0.047555556,0.061777778,0.065888889,0.077888889,0.087222222,0.094222222,0.107,0.114222222,0.128444444,0.139888889,0.158444444,0.170444444,0.185666667,0.197666667,0.213,0.231444444,0.247,0.259555556,0.268888889,0.290333333,0.305222222,0.319,0.339,0.341777778,0.356,0.365444444,0.377111111,0.390555556,0.405666667,0.414333333,0.419888889,0.426222222,0.429666667,0.447666667,0.443777778,0.452666667,0.457555556,0.471666667,0.472333333,0.479,0.479444444,0.483777778,0.487888889,0.493888889,0.499777778,0.505888889,0.505111111,0.510111111,0.519111111,0.521555556,0.529666667,0.535333333,0.541333333,0.544333333,0.552333333,0.559333333,0.551222222,0.562,0.565666667,0.570444444,0.577,0.579111111,0.593333333,0.598666667,0.597777778,0.601888889,0.607,0.617888889,0.624888889,0.626888889,0.629333333,0.637777778,0.642777778,0.650222222,0.649666667,0.656,0.656666667,0.659444444,0.663444444,0.667111111,0.666333333,0.668444444,0.671111111,0.673666667,0.685888889,0.683444444
610.49728,0,0.026444444,0.025777778,0.034888889,0.041444444,0.047666667,0.048111111,0.059444444,0.064666667,0.077777778,0.087555556,0.094444444,0.104222222,0.113555556,0.128333333,0.138666667,0.158111111,0.170111111,0.182888889,0.195444444,0.213444444,0.230222222,0.243888889,0.257111111,0.268111111,0.289,0.301666667,0.316666667,0.336777778,0.340222222,0.354,0.366222222,0.377444444,0.386444444,0.401111111,0.413555556,0.418777778,0.423333333,0.428222222,0.446666667,0.444555556,0.452666667,0.454888889,0.469666667,0.47,0.474777778,0.477666667,0.482777778,0.483555556,0.492888889,0.493555556,0.500222222,0.501555556,0.509444444,0.515333333,0.518888889,0.526111111,0.532222222,0.536333333,0.541777778,0.551,0.557111111,0.549444444,0.557888889,0.563444444,0.566666667,0.572555556,0.578,0.589444444,0.594666667,0.596555556,0.600333333,0.603222222,0.612666667,0.618555556,0.622555556,0.626,0.632666667,0.636777778,0.646666667,0.645,0.652444444,0.653333333,0.656,0.658222222,0.664333333,0.663222222,0.666555556,0.667111111,0.669666667,0.681222222,0.681888889
610.94112,0,0.020111111,0.021555556,0.033111111,0.037555556,0.044888889,0.046444444,0.054111111,0.059555556,0.073444444,0.084222222,0.092444444,0.101222222,0.112222222,0.126111111,0.137777778,0.155,0.164111111,0.178,0.193777778,0.207888889,0.224,0.240111111,0.252777778,0.264333333,0.286555556,0.298222222,0.314333333,0.332666667,0.336555556,0.351444444,0.364444444,0.373111111,0.381333333,0.395111111,0.409222222,0.417111111,0.420333333,0.427777778,0.439666667,0.442222222,0.447,0.452333333,0.465444444,0.467,0.469555556,0.474555556,0.478444444,0.482111111,0.486666667,0.489111111,0.493555556,0.495777778,0.505555556,0.510555556,0.515666667,0.519,0.525333333,0.529333333,0.538444444,0.547333333,0.553,0.545333333,0.551666667,0.559888889,0.562888889,0.568,0.577,0.583555556,0.588888889,0.591,0.596444444,0.601666667,0.607333333,0.612666667,0.618555556,0.620444444,0.627555556,0.63,0.643222222,0.639888889,0.649333333,0.648555556,0.649555556,0.653777778,0.660222222,0.657333333,0.663,0.664,0.666,0.673222222,0.679333333
611.38493,0,0.017444444,0.019333333,0.030888889,0.035777778,0.041222222,0.047777778,0.051333333,0.059444444,0.069777778,0.082777778,0.091888889,0.1,0.110333333,0.125777778,0.135888889,0.151666667,0.162,0.175222222,0.192555556,0.206777778,0.222444444,0.235555556,0.25,0.260666667,0.285777778,0.297444444,0.312666667,0.327888889,0.335777778,0.350666667,0.364555556,0.373333333,0.381111111,0.392888889,0.408111111,0.415222222,0.418777778,0.429,0.436666667,0.441333333,0.445,0.451555556,0.464777778,0.465777778,0.466777778,0.474666667,0.477666667,0.482111111,0.486111111,0.489777778,0.491333333,0.495555556,0.507444444,0.507333333,0.517777778,0.519888889,0.524111111,0.527666667,0.536555556,0.543222222,0.550333333,0.547,0.550444444,0.560666667,0.562222222,0.565222222,0.578222222,0.581333333,0.585555556,0.588666667,0.596222222,0.601666667,0.606555556,0.615222222,0.617777778,0.619666667,0.626777778,0.630333333,0.640555556,0.636777778,0.649333333,0.648888889,0.648666667,0.653222222,0.657888889,0.653444444,0.666666667,0.664222222,0.664666667,0.668555556,0.678666667
611.82871,0,0.015,0.018333333,0.030222222,0.035111111,0.038888889,0.049333333,0.051666667,0.057555556,0.065444444,0.082555556,0.091222222,0.099555556,0.109777778,0.126888889,0.135,0.148111111,0.160222222,0.173777778,0.190888889,0.203111111,0.222222222,0.235,0.247555556,0.260111111,0.285666667,0.295222222,0.310444444,0.323666667,0.338555556,0.350555556,0.366333333,0.374111111,0.382,0.392333333,0.406555556,0.414333333,0.421333333,0.428111111,0.435222222,0.443888889,0.443666667,0.453222222,0.462555556,0.464888889,0.464111111,0.474222222,0.479111111,0.481666667,0.486444444,0.490222222,0.491555556,0.496777778,0.507333333,0.505111111,0.518555556,0.52,0.521111111,0.523333333,0.535444444,0.542666667,0.548666667,0.549444444,0.550555556,0.560111111,0.564888889,0.568666667,0.578888889,0.582333333,0.584666667,0.588888889,0.596888889,0.600777778,0.607666667,0.616222222,0.616222222,0.621888889,0.626555556,0.634888889,0.639555556,0.637111111,0.649,0.649444444,0.648333333,0.654333333,0.656,0.651444444,0.669777778,0.664555556,0.665777778,0.670444444,0.681333333
612.27247,0,0.012555556,0.016777778,0.026666667,0.032222222,0.034555556,0.048222222,0.048333333,0.055555556,0.064555556,0.079777778,0.087111111,0.097333333,0.106777778,0.125222222,0.132333333,0.143333333,0.156444444,0.173444444,0.189777778,0.200555556,0.221222222,0.233555556,0.245444444,0.257333333,0.282666667,0.294444444,0.306444444,0.319555556,0.337222222,0.350444444,0.362555556,0.372777778,0.380555556,0.389888889,0.403444444,0.412444444,0.419444444,0.424666667,0.434555556,0.442555556,0.443333333,0.452,0.459333333,0.463777778,0.462111111,0.473555556,0.475666667,0.479444444,0.487111111,0.490333333,0.490666667,0.495777778,0.506222222,0.504777778,0.516333333,0.515777778,0.519,0.52,0.533222222,0.539666667,0.547666667,0.548666667,0.554,0.559666667,0.566777778,0.569333333,0.581444444,0.579222222,0.581888889,0.588222222,0.595444444,0.600222222,0.606555556,0.616777778,0.614666667,0.621777778,0.625,0.635444444,0.638222222,0.634,0.649555556,0.650333333,0.645666667,0.656666667,0.654888889,0.650222222,0.669,0.664222222,0.664444444,0.669,0.682333333
612.7162,0,0.011555556,0.015777778,0.024888889,0.027555556,0.032666667,0.043777778,0.047444444,0.055111111,0.064333333,0.078222222,0.083777778,0.095444444,0.100444444,0.124444444,0.130111111,0.139222222,0.154888889,0.173777778,0.188888889,0.199222222,0.220111111,0.229555556,0.245333333,0.257111111,0.282111111,0.290222222,0.306444444,0.318333333,0.335888889,0.347888889,0.361555556,0.372444444,0.378777778,0.389888889,0.401555556,0.414111111,0.419333333,0.421666667,0.433555556,0.440333333,0.442333333,0.451666667,0.455111111,0.462888889,0.461888889,0.471888889,0.472888889,0.479,0.485,0.491777778,0.487888889,0.496666667,0.505666667,0.503888889,0.513333333,0.515333333,0.52,0.520888889,0.532666667,0.536,0.544666667,0.548555556,0.555222222,0.558666667,0.566555556,0.570555556,0.581333333,0.575777778,0.582111111,0.587444444,0.593222222,0.597888889,0.606111111,0.616,0.613666667,0.621444444,0.624777778,0.635444444,0.637333333,0.634333333,0.649777778,0.651,0.648,0.654777778,0.651777778,0.651888889,0.666777778,0.665333333,0.664666667,0.668888889,0.679555556
613.1599,0,0.011111111,0.013333333,0.021777778,0.022777778,0.030666667,0.039444444,0.047111111,0.052,0.063111111,0.075444444,0.081888889,0.093666667,0.096777778,0.120222222,0.128444444,0.139666667,0.151777778,0.174888889,0.184888889,0.198,0.216888889,0.226777778,0.242333333,0.255777778,0.278111111,0.285555556,0.305111111,0.317888889,0.332,0.345333333,0.357444444,0.369333333,0.377111111,0.387777778,0.398,0.411777778,0.417555556,0.419777778,0.431888889,0.437111111,0.440555556,0.448,0.452,0.459888889,0.461111111,0.468,0.473222222,0.476777778,0.480222222,0.491777778,0.486888889,0.494666667,0.502777778,0.503777778,0.509888889,0.514777778,0.517333333,0.518666667,0.530888889,0.532888889,0.541222222,0.547444444,0.553333333,0.557222222,0.566,0.566888889,0.576888889,0.572111111,0.581666667,0.586111111,0.590444444,0.596111111,0.602333333,0.613888889,0.613444444,0.621,0.623555556,0.637444444,0.635333333,0.634888889,0.647333333,0.648888889,0.645333333,0.653222222,0.649666667,0.650888889,0.663888889,0.663555556,0.664222222,0.667666667,0.676555556
613.60357,0,0.012777778,0.015,0.022777778,0.021444444,0.029777778,0.038333333,0.048222222,0.054666667,0.063555556,0.075222222,0.082888889,0.094333333,0.095666667,0.118,0.128555556,0.141111111,0.151,0.175666667,0.183333333,0.198222222,0.214444444,0.227555556,0.242555556,0.256666667,0.277777778,0.284888889,0.304888889,0.318333333,0.332222222,0.345666667,0.356222222,0.370111111,0.379,0.386111111,0.397333333,0.411111111,0.416,0.421222222,0.432444444,0.436888889,0.438888889,0.448222222,0.451888889,0.459666667,0.464222222,0.466444444,0.473333333,0.474777778,0.480555556,0.496222222,0.489,0.495666667,0.502888889,0.503555556,0.508333333,0.517888889,0.517555556,0.522111111,0.529333333,0.535,0.539777778,0.545444444,0.553666667,0.559,0.565777778,0.568,0.574888889,0.572777778,0.584444444,0.588,0.591,0.595888889,0.602333333,0.612111111,0.612111111,0.619666667,0.625333333,0.637888889,0.634888889,0.636555556,0.644777778,0.648555556,0.646222222,0.654,0.651666667,0.652111111,0.662111111,0.663111111,0.665888889,0.668888889,0.674333333
614.04721,0,0.016222222,0.018777778,0.023888889,0.021,0.03,0.037,0.050222222,0.057333333,0.068111111,0.076,0.083888889,0.096444444,0.098111111,0.120222222,0.129222222,0.143,0.153555556,0.179333333,0.183777778,0.199111111,0.213555556,0.230333333,0.245555556,0.260111111,0.277333333,0.288222222,0.305666667,0.322,0.331,0.345777778,0.356333333,0.372666667,0.380666667,0.388111111,0.397111111,0.410333333,0.415888889,0.421555556,0.434555556,0.436333333,0.439222222,0.449666667,0.451222222,0.458888889,0.468333333,0.470333333,0.476444444,0.477111111,0.480555556,0.499333333,0.491,0.496555556,0.502888889,0.506111111,0.511777778,0.518555556,0.517555556,0.522555556,0.530222222,0.536888889,0.541111111,0.546888889,0.555,0.559888889,0.563555556,0.568111111,0.573555556,0.573777778,0.588555556,0.592,0.591777778,0.598,0.602666667,0.612888889,0.612222222,0.621666667,0.624444444,0.64,0.636,0.635777778,0.646,0.650666667,0.648777778,0.653666667,0.650777778,0.655444444,0.662111111,0.662444444,0.665888889,0.669777778,0.674555556
614.49083,0,0.019888889,0.022555556,0.026,0.024,0.031888889,0.036888889,0.051222222,0.061222222,0.071777778,0.077444444,0.089,0.097777778,0.100666667,0.120777778,0.130666667,0.146555556,0.157666667,0.181444444,0.182444444,0.203,0.215222222,0.232333333,0.249,0.263333333,0.281777778,0.291333333,0.307,0.324666667,0.331777778,0.346444444,0.357,0.372777778,0.383222222,0.390777778,0.397888889,0.411777778,0.417111111,0.423,0.435777778,0.437666667,0.439777778,0.449,0.453888889,0.46,0.469666667,0.470555556,0.477,0.48,0.481111111,0.497555556,0.493333333,0.498888889,0.504444444,0.508222222,0.513555556,0.518888889,0.519,0.527111111,0.533555556,0.540111111,0.545,0.547666667,0.556111111,0.562111111,0.564444444,0.568333333,0.573888889,0.575,0.590444444,0.594666667,0.592111111,0.597777778,0.601888889,0.611888889,0.613444444,0.624333333,0.624222222,0.641666667,0.634555556,0.635666667,0.646222222,0.649333333,0.648777778,0.653111111,0.651666667,0.658444444,0.661444444,0.662333333,0.664666667,0.669555556,0.675444444
614.93442,0,0.019888889,0.024111111,0.024666667,0.025333333,0.033555556,0.037888889,0.050555556,0.059777778,0.071666667,0.075666667,0.089,0.097222222,0.104666667,0.121111111,0.130444444,0.149888889,0.159777778,0.180222222,0.181888889,0.203222222,0.214666667,0.232,0.246888889,0.266666667,0.282555556,0.292,0.306777778,0.324333333,0.331444444,0.347,0.354777778,0.372777778,0.379666667,0.389555556,0.395111111,0.41,0.417,0.423666667,0.436111111,0.438444444,0.442444444,0.446777778,0.453222222,0.459111111,0.466555556,0.470777778,0.476111111,0.477888889,0.480333333,0.494444444,0.491555556,0.497,0.503555556,0.507,0.515,0.518333333,0.519888889,0.527444444,0.533111111,0.541333333,0.544333333,0.546666667,0.553666667,0.561111111,0.564,0.564111111,0.572222222,0.574777778,0.589333333,0.595888889,0.594888889,0.594666667,0.599222222,0.608111111,0.613555556,0.625333333,0.623777778,0.636333333,0.637111111,0.633444444,0.645,0.647888889,0.646777778,0.650666667,0.652888889,0.659666667,0.659555556,0.663222222,0.664888889,0.666222222,0.674777778
615.37798,0,0.018,0.025444444,0.025555556,0.025444444,0.036444444,0.039111111,0.051333333,0.061222222,0.070666667,0.074222222,0.088555556,0.098,0.107444444,0.119888889,0.132777778,0.149222222,0.161444444,0.179888889,0.182222222,0.202777778,0.215,0.232777778,0.245222222,0.266444444,0.281222222,0.294333333,0.307888889,0.325555556,0.330444444,0.347777778,0.355666667,0.371,0.379,0.392222222,0.395555556,0.410444444,0.418,0.424,0.435333333,0.436333333,0.444444444,0.446888889,0.452777778,0.459,0.465555556,0.471666667,0.474555556,0.480111111,0.479777778,0.492333333,0.493,0.496777778,0.503222222,0.506777778,0.516333333,0.518,0.52,0.527888889,0.534222222,0.540777778,0.545,0.546111111,0.552555556,0.561666667,0.565222222,0.563111111,0.572555556,0.576333333,0.590333333,0.593555556,0.595555556,0.598,0.600666667,0.608444444,0.613888889,0.625,0.626666667,0.634666667,0.641222222,0.635444444,0.645333333,0.647,0.648333333,0.651,0.654555556,0.661666667,0.659222222,0.663111111,0.665666667,0.664888889,0.673222222
615.82151,0,0.018666667,0.024333333,0.025777778,0.027222222,0.039333333,0.041444444,0.051222222,0.062777778,0.069111111,0.075777778,0.089777778,0.099222222,0.109444444,0.120555556,0.132888889,0.146888889,0.164222222,0.178444444,0.183111111,0.203222222,0.219,0.231888889,0.246,0.266,0.280444444,0.295333333,0.306777778,0.325888889,0.332555556,0.349,0.358666667,0.373333333,0.379777778,0.393777778,0.396444444,0.410777778,0.420555556,0.426,0.436111111,0.435555556,0.447888889,0.447777778,0.453222222,0.460888889,0.465111111,0.473888889,0.475111111,0.480333333,0.482444444,0.491222222,0.493777778,0.497666667,0.505111111,0.508333333,0.518,0.519444444,0.520888889,0.530444444,0.536,0.538444444,0.544,0.548777778,0.551555556,0.560777778,0.565111111,0.564333333,0.571111111,0.578555556,0.590111111,0.593555556,0.597111111,0.601333333,0.602,0.611111111,0.615333333,0.623333333,0.627777778,0.634222222,0.641111111,0.637,0.644888889,0.648222222,0.651777778,0.653111111,0.658666667,0.663888889,0.661,0.664777778,0.665111111,0.666222222,0.674555556
616.26502,0,0.014777778,0.023333333,0.024777778,0.027777778,0.041222222,0.040666667,0.050333333,0.059888889,0.067444444,0.075444444,0.088888889,0.096777778,0.11,0.119888889,0.132777778,0.145333333,0.163333333,0.175777778,0.182888889,0.201,0.217444444,0.234444444,0.244333333,0.266,0.279444444,0.295,0.304,0.324333333,0.332444444,0.347777778,0.361888889,0.371555556,0.379,0.393777778,0.395333333,0.410222222,0.420444444,0.424222222,0.435222222,0.436111111,0.447444444,0.450222222,0.453888889,0.459,0.462111111,0.471444444,0.473333333,0.480222222,0.482,0.485444444,0.494777778,0.496111111,0.503222222,0.506888889,0.516555556,0.517666667,0.517777778,0.529111111,0.535333333,0.534333333,0.542222222,0.547333333,0.550555556,0.557333333,0.565555556,0.565555556,0.570777778,0.578777778,0.587,0.591111111,0.597444444,0.599444444,0.601888889,0.609,0.613777778,0.622888889,0.626777778,0.632,0.639444444,0.639333333,0.643111111,0.647777778,0.651222222,0.654222222,0.658333333,0.663111111,0.660333333,0.663555556,0.666555556,0.666666667,0.675666667
616.7085,0,0.013333333,0.022777778,0.024222222,0.026666667,0.040333333,0.041333333,0.049,0.057444444,0.066444444,0.074444444,0.087111111,0.094111111,0.109222222,0.117666667,0.130222222,0.142666667,0.163333333,0.173,0.183444444,0.200444444,0.219888889,0.232777778,0.243777778,0.264666667,0.278,0.295555556,0.303333333,0.322333333,0.330333333,0.346777778,0.360111111,0.370888889,0.38,0.391555556,0.395666667,0.410222222,0.419,0.421444444,0.434111111,0.433,0.447888889,0.449555556,0.452888889,0.459333333,0.458888889,0.468666667,0.469444444,0.477888889,0.485,0.483,0.493555556,0.493,0.503444444,0.504333333,0.512444444,0.513777778,0.517,0.528777778,0.535222222,0.531888889,0.541,0.547444444,0.549,0.554777778,0.565888889,0.565555556,0.572444444,0.576,0.583777778,0.588,0.596555556,0.597666667,0.603,0.606888889,0.611888889,0.621444444,0.626888889,0.629555556,0.639444444,0.64,0.642555556,0.649333333,0.648666667,0.654888889,0.660666667,0.664111111,0.657333333,0.660666667,0.664666667,0.666777778,0.676
617.15195,0,0.014111111,0.021111111,0.025111111,0.024,0.041555556,0.038111111,0.048666667,0.056444444,0.066222222,0.077111111,0.087111111,0.094222222,0.106777778,0.117444444,0.128444444,0.14,0.162222222,0.172111111,0.184444444,0.201222222,0.220333333,0.230222222,0.242,0.265,0.276666667,0.294333333,0.306111111,0.322888889,0.329333333,0.345,0.360888889,0.369888889,0.378666667,0.390222222,0.397333333,0.412111111,0.419444444,0.422444444,0.433555556,0.433,0.446444444,0.447888889,0.451777778,0.459111111,0.459444444,0.467666667,0.468,0.478555556,0.485777778,0.482555556,0.491333333,0.492,0.503555556,0.503111111,0.510777778,0.514,0.518,0.527222222,0.534111111,0.529666667,0.540444444,0.547777778,0.548333333,0.554222222,0.564888889,0.565666667,0.569111111,0.574777778,0.583555556,0.585555556,0.596555556,0.597666667,0.603111111,0.606777778,0.608888889,0.620888889,0.627111111,0.628777778,0.64,0.639333333,0.643222222,0.650888889,0.648,0.655666667,0.659,0.663777778,0.655555556,0.662111111,0.665444444,0.668444444,0.677111111
617.59537,0,0.013,0.019555556,0.026555556,0.022777778,0.040333333,0.037222222,0.049777778,0.053555556,0.064666667,0.078444444,0.086555556,0.095333333,0.104222222,0.115777778,0.127555556,0.141666667,0.160222222,0.171,0.183666667,0.200888889,0.219111111,0.229222222,0.239888889,0.263222222,0.275555556,0.293666667,0.305777778,0.321333333,0.328,0.345222222,0.358666667,0.367777778,0.379333333,0.388666667,0.397333333,0.409777778,0.418,0.422666667,0.431222222,0.433111111,0.443888889,0.447111111,0.452111111,0.458555556,0.460777778,0.466,0.468,0.475222222,0.483666667,0.481333333,0.490777778,0.490888889,0.502555556,0.503,0.508111111,0.512,0.515777778,0.523555556,0.531777778,0.530555556,0.539555556,0.546222222,0.547666667,0.553555556,0.563111111,0.565,0.567333333,0.574555556,0.581444444,0.584333333,0.594333333,0.599555556,0.601111111,0.605222222,0.608444444,0.620222222,0.626888889,0.628555556,0.637888889,0.639888889,0.641333333,0.651555556,0.646333333,0.655888889,0.660333333,0.661888889,0.654555556,0.661,0.664222222,0.670333333,0.677333333
618.03876,0,0.014222222,0.021111111,0.026111111,0.022111111,0.037777778,0.037333333,0.051333333,0.057555556,0.066666667,0.080777778,0.088555556,0.095777778,0.105222222,0.116333333,0.127777778,0.143111111,0.160222222,0.171111111,0.185444444,0.200222222,0.218777778,0.228666667,0.241111111,0.263,0.275,0.293,0.308,0.321555556,0.328666667,0.345222222,0.357222222,0.368666667,0.382333333,0.387333333,0.399222222,0.409777778,0.416888889,0.424333333,0.429111111,0.433666667,0.441444444,0.447333333,0.452888889,0.459888889,0.463444444,0.465222222,0.469888889,0.472,0.485,0.482444444,0.492111111,0.490333333,0.500777778,0.502444444,0.507444444,0.512777778,0.517,0.521111111,0.530666667,0.531111111,0.538666667,0.546444444,0.548777778,0.555333333,0.561111111,0.567333333,0.568666667,0.575888889,0.58,0.585555556,0.593444444,0.600222222,0.603777778,0.606111111,0.607444444,0.618222222,0.627777778,0.630666667,0.635444444,0.642111111,0.643111111,0.653111111,0.648,0.655555556,0.662555556,0.662888889,0.652777778,0.661444444,0.665444444,0.673111111,0.677666667
618.48213,0,0.015888889,0.022666667,0.027777778,0.023555556,0.038444444,0.037,0.051777778,0.057666667,0.068555556,0.082,0.089333333,0.097777778,0.105888889,0.119888889,0.127777778,0.145444444,0.158666667,0.170444444,0.183444444,0.201222222,0.219444444,0.230555556,0.242888889,0.263888889,0.276111111,0.294444444,0.309333333,0.321444444,0.326666667,0.345555556,0.357333333,0.370555556,0.385111111,0.388333333,0.400333333,0.408666667,0.416333333,0.423111111,0.429333333,0.434777778,0.439777778,0.448666667,0.451333333,0.461666667,0.466222222,0.467333333,0.471,0.473888889,0.483888889,0.484444444,0.494111111,0.491444444,0.500444444,0.502222222,0.507555556,0.513777778,0.518,0.519333333,0.532,0.530222222,0.538888889,0.545555556,0.550777778,0.556222222,0.558444444,0.568111111,0.572111111,0.575333333,0.579222222,0.586111111,0.592444444,0.600333333,0.605777778,0.608111111,0.608333333,0.619222222,0.628,0.633,0.636444444,0.640555556,0.646555556,0.651888889,0.648,0.655,0.659888889,0.665111111,0.653888889,0.662555556,0.666333333,0.674888889,0.679777778
618.92547,0,0.016777778,0.023,0.029777778,0.026555556,0.036555556,0.039333333,0.050777778,0.057888889,0.069444444,0.080666667,0.090444444,0.099555556,0.105777778,0.119888889,0.127777778,0.145777778,0.159222222,0.169555556,0.183111111,0.201888889,0.219888889,0.231555556,0.245222222,0.261888889,0.277111111,0.293666667,0.312,0.320111111,0.328666667,0.344777778,0.354777778,0.369444444,0.387777778,0.390666667,0.397666667,0.408777778,0.416888889,0.422666667,0.427888889,0.434333333,0.438555556,0.448111111,0.453444444,0.460444444,0.466888889,0.465222222,0.470555556,0.471777778,0.483333333,0.483111111,0.492444444,0.492,0.499777778,0.502222222,0.508111111,0.511555556,0.518777778,0.520333333,0.531777778,0.532222222,0.540222222,0.544555556,0.550888889,0.559,0.557777778,0.566444444,0.573444444,0.574444444,0.577222222,0.588444444,0.593555556,0.597444444,0.606777778,0.609111111,0.609888889,0.621333333,0.630555556,0.634111111,0.635666667,0.640777778,0.649444444,0.649888889,0.646666667,0.653222222,0.658,0.665777778,0.654555556,0.661222222,0.666333333,0.676555556,0.679666667
619.36878,0,0.018777778,0.023555556,0.029888889,0.028333333,0.035777778,0.040888889,0.05,0.057777778,0.068777778,0.078666667,0.088777778,0.100222222,0.107777778,0.120777778,0.128888889,0.146777778,0.158444444,0.169666667,0.185555556,0.201666667,0.220333333,0.232777778,0.245111111,0.262111111,0.278333333,0.293111111,0.311666667,0.320111111,0.33,0.346111111,0.353666667,0.368888889,0.385444444,0.391666667,0.398666667,0.408,0.416333333,0.423444444,0.429555556,0.433222222,0.438333333,0.446555556,0.452,0.460111111,0.466777778,0.467111111,0.471222222,0.471333333,0.483,0.483666667,0.490444444,0.493,0.499333333,0.500111111,0.507888889,0.511555556,0.522666667,0.522,0.531888889,0.533333333,0.539111111,0.544222222,0.550444444,0.561444444,0.558777778,0.565888889,0.574444444,0.577777778,0.577111111,0.590888889,0.594666667,0.596,0.608444444,0.614777778,0.612777778,0.625222222,0.631222222,0.635444444,0.640111111,0.639555556,0.652888889,0.651,0.646888889,0.652444444,0.657777778,0.665444444,0.656,0.664,0.671444444,0.678444444,0.679
619.81206,0,0.018222222,0.023666667,0.030888889,0.029111111,0.037333333,0.043,0.049222222,0.059555556,0.068222222,0.077444444,0.085222222,0.100666667,0.108,0.119777778,0.130777778,0.145888889,0.158777778,0.171222222,0.186555556,0.201333333,0.221,0.234666667,0.247444444,0.260444444,0.276333333,0.293555556,0.312111111,0.321666667,0.330777778,0.346222222,0.353222222,0.368111111,0.385222222,0.394666667,0.401222222,0.41,0.416888889,0.421888889,0.429111111,0.433444444,0.441444444,0.446222222,0.451222222,0.458888889,0.467888889,0.468444444,0.471333333,0.475333333,0.483666667,0.483666667,0.491222222,0.496111111,0.500777778,0.504222222,0.510222222,0.512555556,0.525888889,0.522666667,0.532333333,0.534333333,0.540777778,0.544444444,0.552888889,0.564444444,0.562444444,0.568888889,0.576888889,0.584111111,0.577666667,0.592444444,0.595444444,0.599444444,0.609,0.617333333,0.616888889,0.626666667,0.631888889,0.635666667,0.642111111,0.641555556,0.654555556,0.652111111,0.650111111,0.654333333,0.659111111,0.666444444,0.660555556,0.665,0.676333333,0.681111111,0.678666667
